i,D.I.,A.Y.,I.COV,S,B.R.,S.R.,T.S.,MaxP.($),MinP.($),MedP.($),MeanP.($),P.SD,M.P.SD,MeanPCF,PCFSD,M.PCFSD,Mean P.F.,M.P.FSD
1319,NOAA,2018,0.54,0.9,28,9,1.0,7817.81,89.88,1062.21,1158.17,659.78,505.75,0.16,0.07,0.07,49.28,0.49
1320,PDSI,2017,0.21,0.7,28,69,,1487.48,17.57,187.17,220.99,141.65,34.15,0.25,0.03,0.01,226.76,0.81
1321,PDSI,2017,0.21,0.75,28,69,,1757.14,24.7,246.7,285.83,179.76,38.06,0.23,0.02,0.01,259.96,0.8
1322,PDSI,2017,0.21,0.8,28,69,,2061.68,33.5,318.13,362.64,225.85,41.83,0.22,0.02,0.01,288.38,0.79
1323,PDSI,2017,0.21,0.85,28,69,,2610.11,51.25,456.99,515.25,319.56,47.15,0.2,0.02,0.01,317.19,0.8
1324,PDSI,2017,0.21,0.9,28,69,,3222.26,71.51,606.3,689.4,429.98,52.11,0.18,0.02,0.01,360.8,0.8
1325,PDSI,2017,0.21,0.7,28,49,,1943.88,8.07,141.34,179.2,131.47,30.24,0.26,0.03,0.02,142.21,0.65
1326,PDSI,2017,0.21,0.75,28,49,,2250.77,15.0,189.06,234.61,165.6,34.39,0.24,0.03,0.02,164.2,0.65
1327,PDSI,2017,0.21,0.8,28,49,,2597.74,23.26,248.0,300.87,206.36,38.77,0.23,0.03,0.01,183.21,0.65
1328,PDSI,2017,0.21,0.85,28,49,,3307.01,37.97,371.72,434.67,288.79,46.53,0.2,0.03,0.01,203.05,0.66
1329,PDSI,2017,0.21,0.9,28,49,,4097.31,55.31,514.88,589.33,386.61,54.91,0.19,0.02,0.01,233.11,0.67
1330,PDSI,2017,0.21,0.7,28,29,,3117.03,4.68,166.46,216.11,172.28,41.03,0.26,0.05,0.02,97.18,0.48
1331,PDSI,2017,0.21,0.75,28,29,,3543.76,11.67,219.22,278.56,211.93,46.52,0.24,0.04,0.02,110.01,0.48
1332,PDSI,2017,0.21,0.8,28,29,,4012.04,20.96,281.5,351.83,258.13,52.26,0.23,0.04,0.02,120.87,0.48
1333,PDSI,2017,0.21,0.85,28,29,,4776.11,40.61,405.38,495.87,347.8,61.84,0.21,0.03,0.02,131.94,0.48
1334,PDSI,2017,0.21,0.9,28,29,,5592.13,60.46,549.99,659.34,451.87,71.82,0.19,0.03,0.02,148.15,0.49
1335,PDSI,2017,0.21,0.7,28,9,,7121.82,0.0,143.69,213.99,239.56,66.3,0.27,0.08,0.03,30.32,0.26
1336,PDSI,2017,0.21,0.75,28,9,,7924.62,0.0,189.6,272.76,286.19,76.85,0.26,0.08,0.03,34.09,0.26
1337,PDSI,2017,0.21,0.8,28,9,,8750.55,0.0,242.82,341.44,338.68,88.1,0.25,0.07,0.03,37.26,0.27
1338,PDSI,2017,0.21,0.85,28,9,,9883.62,0.0,348.85,475.36,434.76,107.11,0.22,0.06,0.02,40.54,0.27
1339,PDSI,2017,0.21,0.9,28,9,,11027.92,0.0,469.05,627.53,543.66,127.17,0.21,0.05,0.02,45.35,0.28
1340,PDSI,2018,0.21,0.7,28,69,,5502.91,0.0,147.37,211.89,214.42,66.03,0.27,0.08,0.03,30.32,0.26
1341,PDSI,2018,0.21,0.75,28,69,,6123.21,0.0,194.24,269.59,254.46,76.39,0.26,0.08,0.03,34.09,0.26
1342,PDSI,2018,0.21,0.8,28,69,,6761.39,0.0,250.73,336.77,299.04,87.43,0.25,0.07,0.03,37.26,0.27
1343,PDSI,2018,0.21,0.85,28,69,,7636.89,0.0,362.22,467.26,379.19,106.04,0.22,0.06,0.02,40.54,0.27
1344,PDSI,2018,0.21,0.9,28,69,,8521.07,0.0,489.46,615.29,469.55,125.75,0.21,0.05,0.02,45.35,0.28
1345,PDSI,2018,0.21,0.7,28,49,,5502.91,0.0,147.37,211.89,214.42,66.03,0.27,0.08,0.03,30.32,0.26
1346,PDSI,2018,0.21,0.75,28,49,,6123.21,0.0,194.24,269.59,254.46,76.39,0.26,0.08,0.03,34.09,0.26
1347,PDSI,2018,0.21,0.8,28,49,,6761.39,0.0,250.73,336.77,299.04,87.43,0.25,0.07,0.03,37.26,0.27
1348,PDSI,2018,0.21,0.85,28,49,,7636.89,0.0,362.22,467.26,379.19,106.04,0.22,0.06,0.02,40.54,0.27
1349,PDSI,2018,0.21,0.9,28,49,,8521.07,0.0,489.46,615.29,469.55,125.75,0.21,0.05,0.02,45.35,0.28
1350,PDSI,2018,0.21,0.7,28,29,,5502.91,0.0,147.37,211.89,214.42,66.03,0.27,0.08,0.03,30.32,0.26
1351,PDSI,2018,0.21,0.75,28,29,,6123.21,0.0,194.24,269.59,254.46,76.39,0.26,0.08,0.03,34.09,0.26
1352,PDSI,2018,0.21,0.8,28,29,,6761.39,0.0,250.73,336.77,299.04,87.43,0.25,0.07,0.03,37.26,0.27
1353,PDSI,2018,0.21,0.85,28,29,,7636.89,0.0,362.22,467.26,379.19,106.04,0.22,0.06,0.02,40.54,0.27
1354,PDSI,2018,0.21,0.9,28,29,,8521.07,0.0,489.46,615.29,469.55,125.75,0.21,0.05,0.02,45.35,0.28
1355,PDSI,2018,0.21,0.7,28,9,,5502.91,0.0,147.37,211.89,214.42,66.03,0.27,0.08,0.03,30.32,0.26
1356,PDSI,2018,0.21,0.75,28,9,,6123.21,0.0,194.24,269.59,254.46,76.39,0.26,0.08,0.03,34.09,0.26
1357,PDSI,2018,0.21,0.8,28,9,,6761.39,0.0,250.73,336.77,299.04,87.43,0.25,0.07,0.03,37.26,0.27
1358,PDSI,2018,0.21,0.85,28,9,,7636.89,0.0,362.22,467.26,379.19,106.04,0.22,0.06,0.02,40.54,0.27
1359,PDSI,2018,0.21,0.9,28,9,,8521.07,0.0,489.46,615.29,469.55,125.75,0.21,0.05,0.02,45.35,0.28
1360,PDSIsc,2017,0.23,0.7,28,69,,1660.27,18.79,200.39,242.6,162.04,38.26,0.29,0.06,0.02,230.67,0.72
1361,PDSIsc,2017,0.23,0.75,28,69,,1988.64,28.38,256.41,307.18,201.52,42.16,0.27,0.05,0.01,260.37,0.7
1362,PDSIsc,2017,0.23,0.8,28,69,,2349.56,38.63,321.6,382.48,247.06,45.82,0.26,0.05,0.01,288.66,0.69
1363,PDSIsc,2017,0.23,0.85,28,69,,2788.42,49.99,395.61,468.42,298.64,49.27,0.25,0.04,0.01,313.32,0.69
1364,PDSIsc,2017,0.23,0.9,28,69,,3587.66,71.31,537.82,632.37,395.53,53.11,0.23,0.03,0.01,342.3,0.71
1365,PDSIsc,2017,0.23,0.7,28,49,,2259.31,5.67,146.03,198.43,161.66,34.84,0.31,0.07,0.02,145.43,0.59
1366,PDSIsc,2017,0.23,0.75,28,49,,2689.12,11.94,188.92,253.1,198.81,39.03,0.29,0.06,0.02,165.03,0.57
1367,PDSIsc,2017,0.23,0.8,28,49,,3158.79,20.2,240.42,317.28,241.31,43.22,0.27,0.06,0.02,183.76,0.57
1368,PDSIsc,2017,0.23,0.85,28,49,,3669.76,29.25,300.14,390.95,289.14,47.44,0.26,0.05,0.02,200.24,0.56
1369,PDSIsc,2017,0.23,0.9,28,49,,4544.75,40.15,419.68,533.14,377.84,53.28,0.24,0.04,0.01,219.78,0.58
1370,PDSIsc,2017,0.23,0.7,28,29,,3218.45,0.0,173.91,243.55,218.81,46.15,0.31,0.08,0.02,99.57,0.44
1371,PDSIsc,2017,0.23,0.75,28,29,,3755.88,0.0,221.32,306.05,262.87,51.57,0.29,0.07,0.02,111.13,0.44
1372,PDSIsc,2017,0.23,0.8,28,29,,4339.25,0.0,276.91,378.21,312.22,56.98,0.28,0.06,0.02,121.84,0.44
1373,PDSIsc,2017,0.23,0.85,28,29,,4962.19,0.0,342.09,459.87,366.82,62.37,0.26,0.06,0.02,131.06,0.43
1374,PDSIsc,2017,0.23,0.9,28,29,,5968.82,0.0,469.77,613.43,464.12,69.6,0.24,0.04,0.02,141.78,0.44
1375,PDSIsc,2017,0.23,0.7,28,9,,4467.64,0.0,159.88,256.91,313.71,72.51,0.33,0.12,0.03,31.65,0.23
1376,PDSIsc,2017,0.23,0.75,28,9,,5111.37,0.0,205.82,317.67,370.35,82.2,0.31,0.12,0.03,34.96,0.23
1377,PDSIsc,2017,0.23,0.8,28,9,,5801.17,0.0,260.61,387.22,432.93,92.04,0.3,0.11,0.03,38.05,0.23
1378,PDSIsc,2017,0.23,0.85,28,9,,6518.44,0.0,323.67,465.42,501.33,102.02,0.29,0.1,0.03,40.7,0.23
1379,PDSIsc,2017,0.23,0.9,28,9,,7610.33,0.0,440.33,610.05,619.26,116.46,0.26,0.08,0.02,43.77,0.24
1380,PDSIsc,2018,0.23,0.7,28,69,,3452.06,0.0,166.95,250.73,271.06,72.23,0.33,0.12,0.03,31.65,0.23
1381,PDSIsc,2018,0.23,0.75,28,69,,3949.46,0.0,214.19,310.14,318.8,81.87,0.31,0.12,0.03,34.96,0.23
1382,PDSIsc,2018,0.23,0.8,28,69,,4482.46,0.0,271.8,378.06,371.37,91.67,0.3,0.11,0.03,38.05,0.23
1383,PDSIsc,2018,0.23,0.85,28,69,,5036.68,0.0,337.09,454.39,428.79,101.61,0.29,0.1,0.03,40.7,0.23
1384,PDSIsc,2018,0.23,0.9,28,69,,5880.36,0.0,462.82,595.48,527.47,115.9,0.26,0.08,0.02,43.77,0.24
1385,PDSIsc,2018,0.23,0.7,28,49,,3452.06,0.0,166.95,250.73,271.06,72.23,0.33,0.12,0.03,31.65,0.23
1386,PDSIsc,2018,0.23,0.75,28,49,,3949.46,0.0,214.19,310.14,318.8,81.87,0.31,0.12,0.03,34.96,0.23
1387,PDSIsc,2018,0.23,0.8,28,49,,4482.46,0.0,271.8,378.06,371.37,91.67,0.3,0.11,0.03,38.05,0.23
1388,PDSIsc,2018,0.23,0.85,28,49,,5036.68,0.0,337.09,454.39,428.79,101.61,0.29,0.1,0.03,40.7,0.23
1389,PDSIsc,2018,0.23,0.9,28,49,,5880.36,0.0,462.82,595.48,527.47,115.9,0.26,0.08,0.02,43.77,0.24
1390,PDSIsc,2018,0.23,0.7,28,29,,3452.06,0.0,166.95,250.73,271.06,72.23,0.33,0.12,0.03,31.65,0.23
1391,PDSIsc,2018,0.23,0.75,28,29,,3949.46,0.0,214.19,310.14,318.8,81.87,0.31,0.12,0.03,34.96,0.23
1392,PDSIsc,2018,0.23,0.8,28,29,,4482.46,0.0,271.8,378.06,371.37,91.67,0.3,0.11,0.03,38.05,0.23
1393,PDSIsc,2018,0.23,0.85,28,29,,5036.68,0.0,337.09,454.39,428.79,101.61,0.29,0.1,0.03,40.7,0.23
1394,PDSIsc,2018,0.23,0.9,28,29,,5880.36,0.0,462.82,595.48,527.47,115.9,0.26,0.08,0.02,43.77,0.24
1395,PDSIsc,2018,0.23,0.7,28,9,,3452.06,0.0,166.95,250.73,271.06,72.23,0.33,0.12,0.03,31.65,0.23
1396,PDSIsc,2018,0.23,0.75,28,9,,3949.46,0.0,214.19,310.14,318.8,81.87,0.31,0.12,0.03,34.96,0.23
1397,PDSIsc,2018,0.23,0.8,28,9,,4482.46,0.0,271.8,378.06,371.37,91.67,0.3,0.11,0.03,38.05,0.23
1398,PDSIsc,2018,0.23,0.85,28,9,,5036.68,0.0,337.09,454.39,428.79,101.61,0.29,0.1,0.03,40.7,0.23
1399,PDSIsc,2018,0.23,0.9,28,9,,5880.36,0.0,462.82,595.48,527.47,115.9,0.26,0.08,0.02,43.77,0.24
1400,PDSIz,2017,0.23,0.7,28,69,1.0,951.11,23.27,207.42,248.98,162.45,70.86,0.2,0.01,0.03,237.17,1.34
1401,PDSIz,2017,0.23,0.75,28,69,1.0,1019.04,24.93,222.23,266.77,174.06,75.92,0.21,0.01,0.03,237.17,1.34
1402,PDSIz,2017,0.23,0.8,28,69,1.0,1307.65,34.74,291.96,352.12,230.65,84.75,0.19,0.01,0.03,279.42,1.26
1403,PDSIz,2017,0.23,0.85,28,69,1.0,1646.13,46.68,377.24,455.17,299.43,92.59,0.18,0.01,0.03,322.68,1.19
1404,PDSIz,2017,0.23,0.9,28,69,1.0,2036.66,61.01,476.63,576.94,381.2,99.46,0.17,0.01,0.03,365.72,1.19
1405,PDSIz,2017,0.23,0.7,28,49,1.0,1131.68,20.04,190.47,227.89,151.61,77.25,0.21,0.01,0.03,158.13,1.12
1406,PDSIz,2017,0.23,0.75,28,49,1.0,1212.52,21.47,204.08,244.17,162.44,82.76,0.21,0.01,0.03,158.13,1.12
1407,PDSIz,2017,0.23,0.8,28,49,1.0,1535.66,29.94,271.86,324.19,216.37,94.75,0.2,0.01,0.03,187.3,1.09
1408,PDSIz,2017,0.23,0.85,28,49,1.0,1945.09,40.48,353.69,421.35,282.06,106.72,0.18,0.01,0.03,217.31,1.07
1409,PDSIz,2017,0.23,0.9,28,49,1.0,2411.57,53.58,450.3,536.71,360.27,118.73,0.17,0.01,0.03,247.38,1.09
1410,PDSIz,2017,0.23,0.7,28,29,1.0,1613.05,19.17,200.11,246.6,168.86,100.65,0.21,0.02,0.04,99.98,0.85
1411,PDSIz,2017,0.23,0.75,28,29,1.0,1728.27,20.54,214.4,264.22,180.92,107.84,0.21,0.02,0.04,99.98,0.85
1412,PDSIz,2017,0.23,0.8,28,29,1.0,2116.61,29.44,286.06,347.96,237.41,122.7,0.2,0.02,0.04,117.54,0.84
1413,PDSIz,2017,0.23,0.85,28,29,1.0,2560.3,40.13,372.86,448.96,305.5,137.06,0.18,0.01,0.04,135.39,0.83
1414,PDSIz,2017,0.23,0.9,28,29,1.0,3059.39,53.24,473.65,568.19,385.91,150.8,0.18,0.01,0.04,153.14,0.84
1415,PDSIz,2017,0.23,0.7,28,9,1.0,3185.2,0.92,191.38,239.89,180.84,144.73,0.22,0.04,0.06,31.42,0.45
1416,PDSIz,2017,0.23,0.75,28,9,1.0,3412.71,0.98,205.05,257.03,193.76,155.06,0.22,0.04,0.06,31.42,0.45
1417,PDSIz,2017,0.23,0.8,28,9,1.0,3991.9,5.47,272.92,337.88,250.42,180.27,0.21,0.04,0.06,36.8,0.46
1418,PDSIz,2017,0.23,0.85,28,9,1.0,4612.82,12.93,354.37,435.51,318.27,206.24,0.19,0.03,0.06,42.27,0.47
1419,PDSIz,2017,0.23,0.9,28,9,1.0,5280.69,24.48,451.48,550.85,397.86,232.62,0.19,0.03,0.05,47.71,0.48
1420,PDSIz,2018,0.23,0.7,28,69,1.0,2461.15,0.96,194.56,237.48,162.78,142.09,0.22,0.04,0.06,31.42,0.45
1421,PDSIz,2018,0.23,0.75,28,69,1.0,2636.94,1.03,208.45,254.44,174.4,152.24,0.22,0.04,0.06,31.42,0.45
1422,PDSIz,2018,0.23,0.8,28,69,1.0,3084.47,5.74,275.25,333.89,223.69,176.48,0.21,0.04,0.06,36.8,0.46
1423,PDSIz,2018,0.23,0.85,28,69,1.0,3564.24,13.57,354.89,429.75,282.6,201.4,0.19,0.03,0.06,42.27,0.47
1424,PDSIz,2018,0.23,0.9,28,69,1.0,4080.29,25.7,449.76,543.0,352.0,226.76,0.19,0.03,0.05,47.71,0.48
1425,PDSIz,2018,0.23,0.7,28,49,1.0,2461.15,0.96,194.56,237.48,162.78,142.09,0.22,0.04,0.06,31.42,0.45
1426,PDSIz,2018,0.23,0.75,28,49,1.0,2636.94,1.03,208.45,254.44,174.4,152.24,0.22,0.04,0.06,31.42,0.45
1427,PDSIz,2018,0.23,0.8,28,49,1.0,3084.47,5.74,275.25,333.89,223.69,176.48,0.21,0.04,0.06,36.8,0.46
1428,PDSIz,2018,0.23,0.85,28,49,1.0,3564.24,13.57,354.89,429.75,282.6,201.4,0.19,0.03,0.06,42.27,0.47
1429,PDSIz,2018,0.23,0.9,28,49,1.0,4080.29,25.7,449.76,543.0,352.0,226.76,0.19,0.03,0.05,47.71,0.48
1430,PDSIz,2018,0.23,0.7,28,29,1.0,2461.15,0.96,194.56,237.48,162.78,142.09,0.22,0.04,0.06,31.42,0.45
1431,PDSIz,2018,0.23,0.75,28,29,1.0,2636.94,1.03,208.45,254.44,174.4,152.24,0.22,0.04,0.06,31.42,0.45
1432,PDSIz,2018,0.23,0.8,28,29,1.0,3084.47,5.74,275.25,333.89,223.69,176.48,0.21,0.04,0.06,36.8,0.46
1433,PDSIz,2018,0.23,0.85,28,29,1.0,3564.24,13.57,354.89,429.75,282.6,201.4,0.19,0.03,0.06,42.27,0.47
1434,PDSIz,2018,0.23,0.9,28,29,1.0,4080.29,25.7,449.76,543.0,352.0,226.76,0.19,0.03,0.05,47.71,0.48
1435,PDSIz,2018,0.23,0.7,28,9,1.0,2461.15,0.96,194.56,237.48,162.78,142.09,0.22,0.04,0.06,31.42,0.45
1436,PDSIz,2018,0.23,0.75,28,9,1.0,2636.94,1.03,208.45,254.44,174.4,152.24,0.22,0.04,0.06,31.42,0.45
1437,PDSIz,2018,0.23,0.8,28,9,1.0,3084.47,5.74,275.25,333.89,223.69,176.48,0.21,0.04,0.06,36.8,0.46
1438,PDSIz,2018,0.23,0.85,28,9,1.0,3564.24,13.57,354.89,429.75,282.6,201.4,0.19,0.03,0.06,42.27,0.47
1439,PDSIz,2018,0.23,0.9,28,9,1.0,4080.29,25.7,449.76,543.0,352.0,226.76,0.19,0.03,0.05,47.71,0.48
1440,EDDI-1,2017,0.41,0.7,28,69,1.0,1914.1,54.33,402.58,532.3,367.32,76.82,0.29,0.01,0.03,0.0,0.52
1441,EDDI-1,2017,0.41,0.75,28,69,1.0,2255.04,66.85,492.44,649.84,449.07,82.99,0.3,0.01,0.03,0.0,0.53
1442,EDDI-1,2017,0.41,0.8,28,69,1.0,2754.14,86.53,631.23,831.2,575.49,88.63,0.3,0.01,0.03,0.0,0.54
1443,EDDI-1,2017,0.41,0.85,28,69,1.0,3175.18,103.03,752.06,988.02,684.63,93.58,0.3,0.01,0.02,0.0,0.55
1444,EDDI-1,2017,0.41,0.9,28,69,1.0,3626.41,121.94,885.61,1162.58,805.99,97.86,0.3,0.01,0.02,0.0,0.55
1445,EDDI-1,2017,0.41,0.7,28,49,1.0,1914.1,54.33,402.58,532.3,367.32,76.82,0.29,0.01,0.03,0.0,0.52
1446,EDDI-1,2017,0.41,0.75,28,49,1.0,2255.04,66.85,492.44,649.84,449.07,82.99,0.3,0.01,0.03,0.0,0.53
1447,EDDI-1,2017,0.41,0.8,28,49,1.0,2754.14,86.53,631.23,831.2,575.49,88.63,0.3,0.01,0.03,0.0,0.54
1448,EDDI-1,2017,0.41,0.85,28,49,1.0,3175.18,103.03,752.06,988.02,684.63,93.58,0.3,0.01,0.02,0.0,0.55
1449,EDDI-1,2017,0.41,0.9,28,49,1.0,3626.41,121.94,885.61,1162.58,805.99,97.86,0.3,0.01,0.02,0.0,0.55
1450,EDDI-1,2017,0.41,0.7,28,29,1.0,2332.2,36.59,362.61,459.23,317.96,131.84,0.29,0.02,0.04,83.22,0.59
1451,EDDI-1,2017,0.41,0.75,28,29,1.0,2727.74,45.24,444.25,562.63,388.21,145.59,0.3,0.01,0.03,94.63,0.61
1452,EDDI-1,2017,0.41,0.8,28,29,1.0,3294.91,58.97,568.27,723.92,497.64,160.73,0.3,0.01,0.03,113.05,0.63
1453,EDDI-1,2017,0.41,0.85,28,29,1.0,3775.93,71.77,675.21,864.24,592.84,173.38,0.3,0.01,0.03,126.09,0.63
1454,EDDI-1,2017,0.41,0.9,28,29,1.0,4278.97,86.24,795.27,1021.75,699.61,185.29,0.3,0.01,0.03,139.4,0.63
1455,EDDI-1,2017,0.41,0.7,28,9,1.0,4618.86,6.54,180.99,239.3,221.41,195.57,0.27,0.03,0.07,18.34,0.35
1456,EDDI-1,2017,0.41,0.75,28,9,1.0,5340.67,18.73,228.49,296.72,262.06,222.51,0.31,0.03,0.07,21.18,0.37
1457,EDDI-1,2017,0.41,0.8,28,9,1.0,6276.0,29.95,308.83,389.72,322.97,258.06,0.31,0.03,0.07,25.89,0.4
1458,EDDI-1,2017,0.41,0.85,28,9,1.0,7072.81,39.41,379.81,472.37,377.03,288.85,0.32,0.03,0.07,29.31,0.41
1459,EDDI-1,2017,0.41,0.9,28,9,1.0,7928.12,51.8,460.84,567.39,437.75,321.03,0.33,0.03,0.06,32.86,0.42
1460,EDDI-1,2018,0.41,0.7,28,69,1.0,3635.42,7.72,174.86,229.18,191.46,186.84,0.27,0.03,0.07,18.34,0.35
1461,EDDI-1,2018,0.41,0.75,28,69,1.0,4144.81,17.25,219.99,285.01,228.16,212.43,0.31,0.03,0.07,21.18,0.37
1462,EDDI-1,2018,0.41,0.8,28,69,1.0,4846.91,27.65,294.56,375.49,283.6,245.97,0.31,0.03,0.07,25.89,0.4
1463,EDDI-1,2018,0.41,0.85,28,69,1.0,5458.62,38.05,361.73,455.78,332.59,274.91,0.32,0.03,0.07,29.31,0.41
1464,EDDI-1,2018,0.41,0.9,28,69,1.0,6100.83,53.91,440.02,548.05,387.55,305.03,0.33,0.03,0.06,32.86,0.42
1465,EDDI-1,2018,0.41,0.7,28,49,1.0,3635.42,7.72,174.86,229.18,191.46,186.84,0.27,0.03,0.07,18.34,0.35
1466,EDDI-1,2018,0.41,0.75,28,49,1.0,4144.81,17.25,219.99,285.01,228.16,212.43,0.31,0.03,0.07,21.18,0.37
1467,EDDI-1,2018,0.41,0.8,28,49,1.0,4846.91,27.65,294.56,375.49,283.6,245.97,0.31,0.03,0.07,25.89,0.4
1468,EDDI-1,2018,0.41,0.85,28,49,1.0,5458.62,38.05,361.73,455.78,332.59,274.91,0.32,0.03,0.07,29.31,0.41
1469,EDDI-1,2018,0.41,0.9,28,49,1.0,6100.83,53.91,440.02,548.05,387.55,305.03,0.33,0.03,0.06,32.86,0.42
1470,EDDI-1,2018,0.41,0.7,28,29,1.0,3635.42,7.72,174.86,229.18,191.46,186.84,0.27,0.03,0.07,18.34,0.35
1471,EDDI-1,2018,0.41,0.75,28,29,1.0,4144.81,17.25,219.99,285.01,228.16,212.43,0.31,0.03,0.07,21.18,0.37
1472,EDDI-1,2018,0.41,0.8,28,29,1.0,4846.91,27.65,294.56,375.49,283.6,245.97,0.31,0.03,0.07,25.89,0.4
1473,EDDI-1,2018,0.41,0.85,28,29,1.0,5458.62,38.05,361.73,455.78,332.59,274.91,0.32,0.03,0.07,29.31,0.41
1474,EDDI-1,2018,0.41,0.9,28,29,1.0,6100.83,53.91,440.02,548.05,387.55,305.03,0.33,0.03,0.06,32.86,0.42
1475,EDDI-1,2018,0.41,0.7,28,9,1.0,3635.42,7.72,174.86,229.18,191.46,186.84,0.27,0.03,0.07,18.34,0.35
1476,EDDI-1,2018,0.41,0.75,28,9,1.0,4144.81,17.25,219.99,285.01,228.16,212.43,0.31,0.03,0.07,21.18,0.37
1477,EDDI-1,2018,0.41,0.8,28,9,1.0,4846.91,27.65,294.56,375.49,283.6,245.97,0.31,0.03,0.07,25.89,0.4
1478,EDDI-1,2018,0.41,0.85,28,9,1.0,5458.62,38.05,361.73,455.78,332.59,274.91,0.32,0.03,0.07,29.31,0.41
1479,EDDI-1,2018,0.41,0.9,28,9,1.0,6100.83,53.91,440.02,548.05,387.55,305.03,0.33,0.03,0.06,32.86,0.42
1480,EDDI-2,2017,0.43,0.7,28,69,2.0,2045.24,66.7,497.1,648.9,455.8,55.55,0.31,0.01,0.03,0.0,0.43
1481,EDDI-2,2017,0.43,0.75,28,69,2.0,2416.09,79.83,594.13,772.63,542.7,58.89,0.33,0.01,0.03,0.0,0.44
1482,EDDI-2,2017,0.43,0.8,28,69,2.0,2978.43,100.62,736.71,956.32,671.43,61.92,0.33,0.01,0.02,0.0,0.44
1483,EDDI-2,2017,0.43,0.85,28,69,2.0,3454.73,118.11,860.03,1115.41,782.85,65.04,0.33,0.01,0.02,0.0,0.45
1484,EDDI-2,2017,0.43,0.9,28,69,2.0,4140.17,142.57,1040.53,1346.93,944.78,67.38,0.32,0.01,0.02,0.0,0.45
1485,EDDI-2,2017,0.43,0.7,28,49,2.0,2045.24,66.7,497.1,648.9,455.8,55.55,0.31,0.01,0.03,0.0,0.43
1486,EDDI-2,2017,0.43,0.75,28,49,2.0,2416.09,79.83,594.13,772.63,542.7,58.89,0.33,0.01,0.03,0.0,0.44
1487,EDDI-2,2017,0.43,0.8,28,49,2.0,2978.43,100.62,736.71,956.32,671.43,61.92,0.33,0.01,0.02,0.0,0.44
1488,EDDI-2,2017,0.43,0.85,28,49,2.0,3454.73,118.11,860.03,1115.41,782.85,65.04,0.33,0.01,0.02,0.0,0.45
1489,EDDI-2,2017,0.43,0.9,28,49,2.0,4140.17,142.57,1040.53,1346.93,944.78,67.38,0.32,0.01,0.02,0.0,0.45
1490,EDDI-2,2017,0.43,0.7,28,29,2.0,2390.69,40.97,430.53,556.05,396.83,132.59,0.3,0.01,0.03,82.5,0.53
1491,EDDI-2,2017,0.43,0.75,28,29,2.0,2791.15,50.03,515.56,664.84,472.23,145.19,0.33,0.01,0.03,92.39,0.54
1492,EDDI-2,2017,0.43,0.8,28,29,2.0,3342.94,64.56,643.61,828.26,584.54,158.79,0.32,0.01,0.03,108.3,0.54
1493,EDDI-2,2017,0.43,0.85,28,29,2.0,3807.3,77.57,753.59,970.4,682.27,170.65,0.33,0.01,0.03,119.51,0.54
1494,EDDI-2,2017,0.43,0.9,28,29,2.0,4441.25,97.85,913.88,1180.02,825.65,182.38,0.32,0.01,0.03,136.68,0.53
1495,EDDI-2,2017,0.43,0.7,28,9,2.0,6084.14,0.0,218.78,291.9,289.81,228.51,0.28,0.04,0.08,16.94,0.32
1496,EDDI-2,2017,0.43,0.75,28,9,2.0,6899.08,3.31,269.63,353.06,336.29,256.47,0.32,0.03,0.08,19.23,0.33
1497,EDDI-2,2017,0.43,0.8,28,9,2.0,7924.7,17.64,350.02,448.0,402.56,291.88,0.33,0.03,0.07,22.97,0.35
1498,EDDI-2,2017,0.43,0.85,28,9,2.0,8792.11,29.35,419.97,531.72,461.01,323.19,0.34,0.04,0.07,25.66,0.36
1499,EDDI-2,2017,0.43,0.9,28,9,2.0,9848.67,49.99,530.61,659.78,544.99,363.32,0.34,0.04,0.07,29.89,0.38
1500,EDDI-2,2018,0.43,0.7,28,69,2.0,4804.26,0.0,204.65,282.24,261.33,219.85,0.28,0.04,0.08,16.94,0.32
1501,EDDI-2,2018,0.43,0.75,28,69,2.0,5442.26,2.54,251.47,341.95,304.49,246.41,0.32,0.03,0.08,19.23,0.33
1502,EDDI-2,2018,0.43,0.8,28,69,2.0,6270.86,10.0,324.68,434.66,366.52,279.68,0.33,0.03,0.07,22.97,0.35
1503,EDDI-2,2018,0.43,0.85,28,69,2.0,6969.8,16.39,390.82,516.26,420.9,309.04,0.34,0.04,0.07,25.66,0.36
1504,EDDI-2,2018,0.43,0.9,28,69,2.0,7847.9,33.74,492.23,641.02,498.98,346.32,0.34,0.04,0.07,29.89,0.38
1505,EDDI-2,2018,0.43,0.7,28,49,2.0,4804.26,0.0,204.65,282.24,261.33,219.85,0.28,0.04,0.08,16.94,0.32
1506,EDDI-2,2018,0.43,0.75,28,49,2.0,5442.26,2.54,251.47,341.95,304.49,246.41,0.32,0.03,0.08,19.23,0.33
1507,EDDI-2,2018,0.43,0.8,28,49,2.0,6270.86,10.0,324.68,434.66,366.52,279.68,0.33,0.03,0.07,22.97,0.35
1508,EDDI-2,2018,0.43,0.85,28,49,2.0,6969.8,16.39,390.82,516.26,420.9,309.04,0.34,0.04,0.07,25.66,0.36
1509,EDDI-2,2018,0.43,0.9,28,49,2.0,7847.9,33.74,492.23,641.02,498.98,346.32,0.34,0.04,0.07,29.89,0.38
1510,EDDI-2,2018,0.43,0.7,28,29,2.0,4804.26,0.0,204.65,282.24,261.33,219.85,0.28,0.04,0.08,16.94,0.32
