i,D.I.,A.Y.,I.COV,S,B.R.,S.R.,T.S.,MaxP.($),MinP.($),MedP.($),MeanP.($),P.SD,M.P.SD,MeanPCF,PCFSD,M.PCFSD,Mean P.F.,M.P.FSD
2235,EDDI-6,2018,0.45,0.7,8,9,6.0,5597.31,0.0,120.96,207.03,296.56,142.92,0.28,0.05,0.07,13.69,0.24
2236,EDDI-6,2018,0.45,0.75,8,9,6.0,6440.67,0.0,171.79,268.54,349.54,166.27,0.3,0.04,0.06,16.83,0.26
2237,EDDI-6,2018,0.45,0.8,8,9,6.0,7170.62,0.0,217.45,323.81,396.57,186.1,0.33,0.05,0.06,19.08,0.27
2238,EDDI-6,2018,0.45,0.85,8,9,6.0,8061.91,0.0,291.76,410.08,460.73,210.98,0.34,0.05,0.06,22.67,0.28
2239,EDDI-6,2018,0.45,0.9,8,9,6.0,8960.37,0.0,378.7,512.35,531.11,236.41,0.33,0.05,0.06,26.51,0.3
2240,SPI-1,2017,0.23,0.7,8,69,1.0,1145.36,26.79,248.34,316.52,216.86,63.08,0.23,0.01,0.02,215.65,1.04
2241,SPI-1,2017,0.23,0.75,8,69,1.0,1476.46,37.25,328.56,420.77,287.9,71.96,0.23,0.01,0.02,256.21,1.06
2242,SPI-1,2017,0.23,0.8,8,69,1.0,1720.65,44.89,387.17,496.38,339.66,78.97,0.23,0.01,0.02,277.5,1.08
2243,SPI-1,2017,0.23,0.85,8,69,1.0,2163.24,58.56,495.17,636.77,436.25,88.36,0.22,0.01,0.02,321.37,1.1
2244,SPI-1,2017,0.23,0.9,8,69,1.0,2485.25,68.44,571.62,736.36,504.94,95.78,0.21,0.01,0.01,343.87,1.1
2245,SPI-1,2017,0.23,0.7,8,49,1.0,1073.31,22.5,228.44,298.91,207.06,81.62,0.23,0.01,0.02,146.27,0.93
2246,SPI-1,2017,0.23,0.75,8,49,1.0,1404.58,30.72,305.17,398.46,275.82,94.65,0.23,0.01,0.02,174.28,0.97
2247,SPI-1,2017,0.23,0.8,8,49,1.0,1650.35,36.87,361.15,470.68,325.87,104.77,0.24,0.01,0.02,189.05,0.99
2248,SPI-1,2017,0.23,0.85,8,49,1.0,2096.87,49.04,465.54,605.32,419.52,119.28,0.22,0.01,0.02,219.61,1.03
2249,SPI-1,2017,0.23,0.9,8,49,1.0,2413.92,57.86,539.36,700.84,486.03,130.43,0.22,0.01,0.02,235.34,1.04
2250,SPI-1,2017,0.23,0.7,8,29,1.0,1176.48,21.06,237.71,301.79,207.48,104.43,0.23,0.01,0.03,90.12,0.75
2251,SPI-1,2017,0.23,0.75,8,29,1.0,1517.78,29.82,318.2,402.43,275.83,120.64,0.23,0.01,0.03,107.12,0.78
2252,SPI-1,2017,0.23,0.8,8,29,1.0,1765.73,36.14,376.52,475.38,325.65,133.16,0.24,0.01,0.03,116.05,0.8
2253,SPI-1,2017,0.23,0.85,8,29,1.0,2202.77,48.71,483.59,611.24,418.72,150.56,0.22,0.01,0.03,134.41,0.83
2254,SPI-1,2017,0.23,0.9,8,29,1.0,2511.59,57.55,557.68,707.51,484.83,163.97,0.22,0.01,0.03,143.85,0.84
2255,SPI-1,2017,0.23,0.7,8,9,1.0,1275.6,26.18,250.3,305.84,206.62,184.63,0.23,0.02,0.05,30.49,0.44
2256,SPI-1,2017,0.23,0.75,8,9,1.0,1668.51,34.95,334.46,404.22,270.75,216.33,0.23,0.02,0.05,35.97,0.46
2257,SPI-1,2017,0.23,0.8,8,9,1.0,1957.26,41.95,395.71,475.79,317.95,240.45,0.24,0.02,0.05,38.85,0.47
2258,SPI-1,2017,0.23,0.85,8,9,1.0,2484.1,55.59,507.35,608.31,405.85,275.45,0.23,0.02,0.05,44.81,0.49
2259,SPI-1,2017,0.23,0.9,8,9,1.0,2847.5,65.55,586.74,702.52,468.77,301.82,0.23,0.02,0.05,47.85,0.49
2260,SPI-1,2018,0.23,0.7,8,69,1.0,1242.17,22.24,264.1,306.01,196.09,182.75,0.23,0.02,0.05,30.49,0.44
2261,SPI-1,2018,0.23,0.75,8,69,1.0,1534.56,32.82,349.31,403.42,254.56,213.88,0.23,0.02,0.05,35.97,0.46
2262,SPI-1,2018,0.23,0.8,8,69,1.0,1754.22,40.7,411.28,474.35,297.82,237.61,0.24,0.02,0.05,38.85,0.47
2263,SPI-1,2018,0.23,0.85,8,69,1.0,2131.65,57.27,527.2,605.41,377.83,272.02,0.23,0.02,0.05,44.81,0.49
2264,SPI-1,2018,0.23,0.9,8,69,1.0,2405.1,68.97,608.61,698.67,435.34,298.01,0.23,0.02,0.05,47.85,0.49
2265,SPI-1,2018,0.23,0.7,8,49,1.0,1242.17,22.24,264.1,306.01,196.09,182.75,0.23,0.02,0.05,30.49,0.44
2266,SPI-1,2018,0.23,0.75,8,49,1.0,1534.56,32.82,349.31,403.42,254.56,213.88,0.23,0.02,0.05,35.97,0.46
2267,SPI-1,2018,0.23,0.8,8,49,1.0,1754.22,40.7,411.28,474.35,297.82,237.61,0.24,0.02,0.05,38.85,0.47
2268,SPI-1,2018,0.23,0.85,8,49,1.0,2131.65,57.27,527.2,605.41,377.83,272.02,0.23,0.02,0.05,44.81,0.49
2269,SPI-1,2018,0.23,0.9,8,49,1.0,2405.1,68.97,608.61,698.67,435.34,298.01,0.23,0.02,0.05,47.85,0.49
2270,SPI-1,2018,0.23,0.7,8,29,1.0,1242.17,22.24,264.1,306.01,196.09,182.75,0.23,0.02,0.05,30.49,0.44
2271,SPI-1,2018,0.23,0.75,8,29,1.0,1534.56,32.82,349.31,403.42,254.56,213.88,0.23,0.02,0.05,35.97,0.46
2272,SPI-1,2018,0.23,0.8,8,29,1.0,1754.22,40.7,411.28,474.35,297.82,237.61,0.24,0.02,0.05,38.85,0.47
2273,SPI-1,2018,0.23,0.85,8,29,1.0,2131.65,57.27,527.2,605.41,377.83,272.02,0.23,0.02,0.05,44.81,0.49
2274,SPI-1,2018,0.23,0.9,8,29,1.0,2405.1,68.97,608.61,698.67,435.34,298.01,0.23,0.02,0.05,47.85,0.49
2275,SPI-1,2018,0.23,0.7,8,9,1.0,1242.17,22.24,264.1,306.01,196.09,182.75,0.23,0.02,0.05,30.49,0.44
2276,SPI-1,2018,0.23,0.75,8,9,1.0,1534.56,32.82,349.31,403.42,254.56,213.88,0.23,0.02,0.05,35.97,0.46
2277,SPI-1,2018,0.23,0.8,8,9,1.0,1754.22,40.7,411.28,474.35,297.82,237.61,0.24,0.02,0.05,38.85,0.47
2278,SPI-1,2018,0.23,0.85,8,9,1.0,2131.65,57.27,527.2,605.41,377.83,272.02,0.23,0.02,0.05,44.81,0.49
2279,SPI-1,2018,0.23,0.9,8,9,1.0,2405.1,68.97,608.61,698.67,435.34,298.01,0.23,0.02,0.05,47.85,0.49
2280,SPI-2,2017,0.2,0.7,8,69,2.0,1356.69,30.77,298.39,384.66,266.27,62.98,0.25,0.01,0.02,228.53,0.97
2281,SPI-2,2017,0.2,0.75,8,69,2.0,1590.53,37.48,352.5,454.6,314.23,69.8,0.27,0.01,0.02,247.19,0.99
2282,SPI-2,2017,0.2,0.8,8,69,2.0,2010.87,49.94,451.71,582.47,402.11,79.15,0.26,0.01,0.02,285.81,1.01
2283,SPI-2,2017,0.2,0.85,8,69,2.0,2486.77,64.51,566.42,731.98,505.35,88.62,0.25,0.01,0.02,325.64,1.02
2284,SPI-2,2017,0.2,0.9,8,69,2.0,2827.35,74.75,647.79,838.44,579.07,96.05,0.24,0.01,0.01,345.8,1.03
2285,SPI-2,2017,0.2,0.7,8,49,2.0,1340.75,23.38,272.42,359.35,252.5,83.84,0.26,0.01,0.02,153.73,0.89
2286,SPI-2,2017,0.2,0.75,8,49,2.0,1576.15,28.98,322.88,425.33,298.34,93.53,0.28,0.01,0.02,166.61,0.91
2287,SPI-2,2017,0.2,0.8,8,49,2.0,2005.76,39.82,415.52,546.6,382.63,107.5,0.27,0.01,0.02,193.35,0.94
2288,SPI-2,2017,0.2,0.85,8,49,2.0,2485.53,52.93,523.11,688.81,481.69,122.19,0.26,0.01,0.02,221.0,0.97
2289,SPI-2,2017,0.2,0.9,8,49,2.0,2823.37,62.19,600.42,790.03,552.32,133.49,0.25,0.01,0.02,235.07,0.98
2290,SPI-2,2017,0.2,0.7,8,29,2.0,1508.47,22.96,283.8,363.63,255.21,113.37,0.25,0.01,0.03,94.71,0.73
2291,SPI-2,2017,0.2,0.75,8,29,2.0,1745.99,28.47,337.11,430.24,300.99,125.75,0.28,0.02,0.03,102.51,0.74
2292,SPI-2,2017,0.2,0.8,8,29,2.0,2153.57,39.08,434.13,552.42,384.69,142.77,0.27,0.01,0.03,118.67,0.77
2293,SPI-2,2017,0.2,0.85,8,29,2.0,2624.18,52.01,546.41,695.44,482.74,160.2,0.26,0.01,0.03,135.31,0.79
2294,SPI-2,2017,0.2,0.9,8,29,2.0,2959.54,61.34,625.98,797.2,552.69,173.84,0.25,0.01,0.03,143.72,0.8
2295,SPI-2,2017,0.2,0.7,8,9,2.0,1666.14,26.16,290.33,359.16,245.2,197.34,0.26,0.02,0.06,31.51,0.43
2296,SPI-2,2017,0.2,0.75,8,9,2.0,1946.04,32.75,344.57,423.46,287.85,220.2,0.28,0.03,0.06,33.99,0.44
2297,SPI-2,2017,0.2,0.8,8,9,2.0,2440.16,44.92,443.67,540.6,365.47,253.34,0.28,0.03,0.06,39.12,0.46
2298,SPI-2,2017,0.2,0.85,8,9,2.0,3019.53,59.58,558.95,677.62,456.98,288.2,0.27,0.03,0.05,44.39,0.47
2299,SPI-2,2017,0.2,0.9,8,9,2.0,3414.92,70.02,640.64,775.43,522.67,314.87,0.26,0.03,0.05,47.06,0.48
2300,SPI-2,2018,0.2,0.7,8,69,2.0,1361.23,24.13,305.52,358.95,230.53,194.74,0.26,0.02,0.06,31.51,0.43
2301,SPI-2,2018,0.2,0.75,8,69,2.0,1566.15,31.15,361.71,422.59,269.08,217.14,0.28,0.03,0.06,33.99,0.44
2302,SPI-2,2018,0.2,0.8,8,69,2.0,1912.47,46.01,462.63,538.17,338.42,249.61,0.28,0.03,0.06,39.12,0.46
2303,SPI-2,2018,0.2,0.85,8,69,2.0,2332.65,58.13,583.06,673.31,420.29,283.93,0.27,0.03,0.05,44.39,0.47
2304,SPI-2,2018,0.2,0.9,8,69,2.0,2632.31,66.55,665.84,769.94,479.56,310.26,0.26,0.03,0.05,47.06,0.48
2305,SPI-2,2018,0.2,0.7,8,49,2.0,1361.23,24.13,305.52,358.95,230.53,194.74,0.26,0.02,0.06,31.51,0.43
2306,SPI-2,2018,0.2,0.75,8,49,2.0,1566.15,31.15,361.71,422.59,269.08,217.14,0.28,0.03,0.06,33.99,0.44
2307,SPI-2,2018,0.2,0.8,8,49,2.0,1912.47,46.01,462.63,538.17,338.42,249.61,0.28,0.03,0.06,39.12,0.46
2308,SPI-2,2018,0.2,0.85,8,49,2.0,2332.65,58.13,583.06,673.31,420.29,283.93,0.27,0.03,0.05,44.39,0.47
2309,SPI-2,2018,0.2,0.9,8,49,2.0,2632.31,66.55,665.84,769.94,479.56,310.26,0.26,0.03,0.05,47.06,0.48
2310,SPI-2,2018,0.2,0.7,8,29,2.0,1361.23,24.13,305.52,358.95,230.53,194.74,0.26,0.02,0.06,31.51,0.43
2311,SPI-2,2018,0.2,0.75,8,29,2.0,1566.15,31.15,361.71,422.59,269.08,217.14,0.28,0.03,0.06,33.99,0.44
2312,SPI-2,2018,0.2,0.8,8,29,2.0,1912.47,46.01,462.63,538.17,338.42,249.61,0.28,0.03,0.06,39.12,0.46
2313,SPI-2,2018,0.2,0.85,8,29,2.0,2332.65,58.13,583.06,673.31,420.29,283.93,0.27,0.03,0.05,44.39,0.47
2314,SPI-2,2018,0.2,0.9,8,29,2.0,2632.31,66.55,665.84,769.94,479.56,310.26,0.26,0.03,0.05,47.06,0.48
2315,SPI-2,2018,0.2,0.7,8,9,2.0,1361.23,24.13,305.52,358.95,230.53,194.74,0.26,0.02,0.06,31.51,0.43
2316,SPI-2,2018,0.2,0.75,8,9,2.0,1566.15,31.15,361.71,422.59,269.08,217.14,0.28,0.03,0.06,33.99,0.44
2317,SPI-2,2018,0.2,0.8,8,9,2.0,1912.47,46.01,462.63,538.17,338.42,249.61,0.28,0.03,0.06,39.12,0.46
2318,SPI-2,2018,0.2,0.85,8,9,2.0,2332.65,58.13,583.06,673.31,420.29,283.93,0.27,0.03,0.05,44.39,0.47
2319,SPI-2,2018,0.2,0.9,8,9,2.0,2632.31,66.55,665.84,769.94,479.56,310.26,0.26,0.03,0.05,47.06,0.48
2320,SPI-3,2017,0.19,0.7,8,69,3.0,1233.01,26.21,266.03,347.36,242.18,54.27,0.27,0.01,0.02,215.33,0.91
2321,SPI-3,2017,0.19,0.75,8,69,3.0,1606.28,36.31,352.56,457.48,317.98,62.25,0.27,0.01,0.02,253.66,0.94
2322,SPI-3,2017,0.19,0.8,8,69,3.0,2043.05,48.7,455.34,588.72,408.68,70.47,0.26,0.01,0.01,293.78,0.96
2323,SPI-3,2017,0.19,0.85,8,69,3.0,2355.29,57.55,527.79,682.73,473.84,76.89,0.25,0.01,0.01,314.28,0.96
2324,SPI-3,2017,0.19,0.9,8,69,3.0,2905.98,73.97,658.33,851.44,591.08,85.37,0.23,0.01,0.01,355.64,0.97
2325,SPI-3,2017,0.19,0.7,8,49,3.0,1269.33,18.01,241.85,321.23,227.81,73.63,0.28,0.01,0.02,143.17,0.82
2326,SPI-3,2017,0.19,0.75,8,49,3.0,1661.81,26.23,320.8,424.1,299.38,85.88,0.28,0.01,0.02,169.36,0.86
2327,SPI-3,2017,0.19,0.8,8,49,3.0,2104.87,36.97,415.39,547.23,385.15,98.91,0.26,0.01,0.02,197.05,0.89
2328,SPI-3,2017,0.19,0.85,8,49,3.0,2422.97,44.7,482.96,635.5,446.78,108.88,0.26,0.01,0.02,211.27,0.9
2329,SPI-3,2017,0.19,0.9,8,49,3.0,2978.71,59.64,606.27,794.82,557.9,123.08,0.24,0.01,0.02,240.25,0.92
2330,SPI-3,2017,0.19,0.7,8,29,3.0,1460.61,17.26,251.86,325.48,231.34,100.12,0.27,0.02,0.03,88.62,0.67
2331,SPI-3,2017,0.19,0.75,8,29,3.0,1831.72,25.48,335.67,429.57,303.36,115.85,0.27,0.02,0.03,104.49,0.71
2332,SPI-3,2017,0.19,0.8,8,29,3.0,2246.81,36.05,435.05,553.82,389.21,131.91,0.26,0.02,0.03,121.18,0.73
2333,SPI-3,2017,0.19,0.85,8,29,3.0,2543.53,43.79,505.8,642.8,450.82,144.21,0.26,0.01,0.03,129.71,0.74
2334,SPI-3,2017,0.19,0.9,8,29,3.0,3049.8,58.83,630.9,802.93,561.15,160.6,0.24,0.01,0.03,146.95,0.76
2335,SPI-3,2017,0.19,0.7,8,9,3.0,1539.34,21.41,253.72,309.96,212.43,172.01,0.28,0.03,0.06,28.99,0.4
2336,SPI-3,2017,0.19,0.75,8,9,3.0,1962.98,31.66,335.17,407.28,277.25,201.15,0.28,0.03,0.06,33.94,0.42
2337,SPI-3,2017,0.19,0.8,8,9,3.0,2467.8,44.51,431.52,523.38,354.77,232.08,0.27,0.03,0.05,39.13,0.44
2338,SPI-3,2017,0.19,0.85,8,9,3.0,2842.18,53.63,501.75,606.68,410.66,255.68,0.27,0.03,0.05,41.81,0.45
2339,SPI-3,2017,0.19,0.9,8,9,3.0,3480.98,71.17,626.5,756.4,511.23,289.47,0.25,0.03,0.05,47.25,0.46
2340,SPI-3,2018,0.19,0.7,8,69,3.0,1226.57,24.38,255.65,310.36,199.4,169.19,0.28,0.03,0.06,28.99,0.4
2341,SPI-3,2018,0.19,0.75,8,69,3.0,1561.22,33.33,341.22,406.4,256.91,197.52,0.28,0.03,0.06,33.94,0.42
2342,SPI-3,2018,0.19,0.8,8,69,3.0,1939.34,45.36,443.57,520.86,325.66,227.71,0.27,0.03,0.05,39.13,0.44
2343,SPI-3,2018,0.19,0.85,8,69,3.0,2210.97,54.24,515.28,603.13,375.61,250.89,0.27,0.03,0.05,41.81,0.45
2344,SPI-3,2018,0.19,0.9,8,69,3.0,2656.2,65.87,643.54,750.68,465.05,284.29,0.25,0.03,0.05,47.25,0.46
2345,SPI-3,2018,0.19,0.7,8,49,3.0,1226.57,24.38,255.65,310.36,199.4,169.19,0.28,0.03,0.06,28.99,0.4
2346,SPI-3,2018,0.19,0.75,8,49,3.0,1561.22,33.33,341.22,406.4,256.91,197.52,0.28,0.03,0.06,33.94,0.42
2347,SPI-3,2018,0.19,0.8,8,49,3.0,1939.34,45.36,443.57,520.86,325.66,227.71,0.27,0.03,0.05,39.13,0.44
2348,SPI-3,2018,0.19,0.85,8,49,3.0,2210.97,54.24,515.28,603.13,375.61,250.89,0.27,0.03,0.05,41.81,0.45
2349,SPI-3,2018,0.19,0.9,8,49,3.0,2656.2,65.87,643.54,750.68,465.05,284.29,0.25,0.03,0.05,47.25,0.46
2350,SPI-3,2018,0.19,0.7,8,29,3.0,1226.57,24.38,255.65,310.36,199.4,169.19,0.28,0.03,0.06,28.99,0.4
2351,SPI-3,2018,0.19,0.75,8,29,3.0,1561.22,33.33,341.22,406.4,256.91,197.52,0.28,0.03,0.06,33.94,0.42
2352,SPI-3,2018,0.19,0.8,8,29,3.0,1939.34,45.36,443.57,520.86,325.66,227.71,0.27,0.03,0.05,39.13,0.44
2353,SPI-3,2018,0.19,0.85,8,29,3.0,2210.97,54.24,515.28,603.13,375.61,250.89,0.27,0.03,0.05,41.81,0.45
2354,SPI-3,2018,0.19,0.9,8,29,3.0,2656.2,65.87,643.54,750.68,465.05,284.29,0.25,0.03,0.05,47.25,0.46
2355,SPI-3,2018,0.19,0.7,8,9,3.0,1226.57,24.38,255.65,310.36,199.4,169.19,0.28,0.03,0.06,28.99,0.4
2356,SPI-3,2018,0.19,0.75,8,9,3.0,1561.22,33.33,341.22,406.4,256.91,197.52,0.28,0.03,0.06,33.94,0.42
2357,SPI-3,2018,0.19,0.8,8,9,3.0,1939.34,45.36,443.57,520.86,325.66,227.71,0.27,0.03,0.05,39.13,0.44
2358,SPI-3,2018,0.19,0.85,8,9,3.0,2210.97,54.24,515.28,603.13,375.61,250.89,0.27,0.03,0.05,41.81,0.45
2359,SPI-3,2018,0.19,0.9,8,9,3.0,2656.2,65.87,643.54,750.68,465.05,284.29,0.25,0.03,0.05,47.25,0.46
2360,SPI-6,2017,0.19,0.7,8,69,6.0,1147.19,22.58,241.57,307.72,212.59,37.61,0.2,0.01,0.01,219.77,0.82
2361,SPI-6,2017,0.19,0.75,8,69,6.0,1511.03,31.02,321.53,409.79,283.46,43.61,0.22,0.01,0.01,259.05,0.85
2362,SPI-6,2017,0.19,0.8,8,69,6.0,1767.37,37.2,379.8,483.41,334.61,48.22,0.23,0.01,0.01,279.29,0.86
2363,SPI-6,2017,0.19,0.85,8,69,6.0,2228.2,49.14,486.95,619.23,429.12,54.7,0.22,0.01,0.01,320.4,0.88
2364,SPI-6,2017,0.19,0.9,8,69,6.0,2755.04,63.15,610.99,776.99,538.97,61.28,0.21,0.01,0.01,362.38,0.88
2365,SPI-6,2017,0.19,0.7,8,49,6.0,1147.71,11.94,218.49,272.64,191.37,52.7,0.21,0.01,0.02,141.64,0.72
2366,SPI-6,2017,0.19,0.75,8,49,6.0,1512.86,18.06,291.07,364.74,255.71,62.21,0.22,0.01,0.02,168.3,0.75
2367,SPI-6,2017,0.19,0.8,8,49,6.0,1776.34,22.75,343.73,431.36,302.24,69.33,0.23,0.01,0.02,182.21,0.77
2368,SPI-6,2017,0.19,0.85,8,49,6.0,2253.87,32.6,439.82,555.5,388.82,79.78,0.22,0.01,0.01,210.7,0.8
2369,SPI-6,2017,0.19,0.9,8,49,6.0,2788.38,44.6,552.11,700.85,490.1,90.53,0.21,0.01,0.01,240.25,0.82
2370,SPI-6,2017,0.19,0.7,8,29,6.0,1276.85,11.82,223.96,280.87,201.57,68.7,0.2,0.01,0.02,88.61,0.56
2371,SPI-6,2017,0.19,0.75,8,29,6.0,1655.86,18.12,299.83,374.88,267.22,79.35,0.22,0.02,0.02,104.76,0.58
2372,SPI-6,2017,0.19,0.8,8,29,6.0,1937.88,23.05,354.82,442.73,314.61,87.49,0.23,0.02,0.02,113.11,0.59
2373,SPI-6,2017,0.19,0.85,8,29,6.0,2438.58,33.14,456.85,568.4,401.67,98.55,0.23,0.02,0.02,130.1,0.61
2374,SPI-6,2017,0.19,0.9,8,29,6.0,2998.64,45.59,574.51,714.8,502.62,109.7,0.21,0.01,0.02,147.57,0.63
2375,SPI-6,2017,0.19,0.7,8,9,6.0,1324.48,15.35,205.03,248.2,173.68,124.41,0.21,0.02,0.04,27.67,0.34
2376,SPI-6,2017,0.19,0.75,8,9,6.0,1700.21,24.15,275.41,330.88,230.09,144.79,0.23,0.03,0.04,32.65,0.36
2377,SPI-6,2017,0.19,0.8,8,9,6.0,1999.79,30.96,325.61,390.84,271.15,160.38,0.24,0.04,0.04,35.25,0.37
2378,SPI-6,2017,0.19,0.85,8,9,6.0,2565.85,44.55,419.45,502.53,347.46,182.6,0.24,0.03,0.04,40.49,0.38
2379,SPI-6,2017,0.19,0.9,8,9,6.0,3258.69,60.72,529.31,633.44,437.0,205.82,0.22,0.03,0.04,45.94,0.38
2380,SPI-6,2018,0.19,0.7,8,69,6.0,1194.12,14.36,201.93,250.62,166.95,123.73,0.21,0.02,0.04,27.67,0.34
2381,SPI-6,2018,0.19,0.75,8,69,6.0,1529.26,22.03,270.89,332.53,217.24,143.71,0.23,0.03,0.04,32.65,0.36
2382,SPI-6,2018,0.19,0.8,8,69,6.0,1766.9,28.29,322.63,392.02,254.13,159.04,0.24,0.04,0.04,35.25,0.37
2383,SPI-6,2018,0.19,0.85,8,69,6.0,2185.48,42.76,419.51,502.36,321.81,180.78,0.24,0.03,0.04,40.49,0.38
2384,SPI-6,2018,0.19,0.9,8,69,6.0,2665.9,53.3,531.15,631.54,401.14,203.5,0.22,0.03,0.04,45.94,0.38
2385,SPI-6,2018,0.19,0.7,8,49,6.0,1194.12,14.36,201.93,250.62,166.95,123.73,0.21,0.02,0.04,27.67,0.34
2386,SPI-6,2018,0.19,0.75,8,49,6.0,1529.26,22.03,270.89,332.53,217.24,143.71,0.23,0.03,0.04,32.65,0.36
2387,SPI-6,2018,0.19,0.8,8,49,6.0,1766.9,28.29,322.63,392.02,254.13,159.04,0.24,0.04,0.04,35.25,0.37
2388,SPI-6,2018,0.19,0.85,8,49,6.0,2185.48,42.76,419.51,502.36,321.81,180.78,0.24,0.03,0.04,40.49,0.38
2389,SPI-6,2018,0.19,0.9,8,49,6.0,2665.9,53.3,531.15,631.54,401.14,203.5,0.22,0.03,0.04,45.94,0.38
2390,SPI-6,2018,0.19,0.7,8,29,6.0,1194.12,14.36,201.93,250.62,166.95,123.73,0.21,0.02,0.04,27.67,0.34
2391,SPI-6,2018,0.19,0.75,8,29,6.0,1529.26,22.03,270.89,332.53,217.24,143.71,0.23,0.03,0.04,32.65,0.36
2392,SPI-6,2018,0.19,0.8,8,29,6.0,1766.9,28.29,322.63,392.02,254.13,159.04,0.24,0.04,0.04,35.25,0.37
2393,SPI-6,2018,0.19,0.85,8,29,6.0,2185.48,42.76,419.51,502.36,321.81,180.78,0.24,0.03,0.04,40.49,0.38
2394,SPI-6,2018,0.19,0.9,8,29,6.0,2665.9,53.3,531.15,631.54,401.14,203.5,0.22,0.03,0.04,45.94,0.38
2395,SPI-6,2018,0.19,0.7,8,9,6.0,1194.12,14.36,201.93,250.62,166.95,123.73,0.21,0.02,0.04,27.67,0.34
2396,SPI-6,2018,0.19,0.75,8,9,6.0,1529.26,22.03,270.89,332.53,217.24,143.71,0.23,0.03,0.04,32.65,0.36
2397,SPI-6,2018,0.19,0.8,8,9,6.0,1766.9,28.29,322.63,392.02,254.13,159.04,0.24,0.04,0.04,35.25,0.37
2398,SPI-6,2018,0.19,0.85,8,9,6.0,2185.48,42.76,419.51,502.36,321.81,180.78,0.24,0.03,0.04,40.49,0.38
2399,SPI-6,2018,0.19,0.9,8,9,6.0,2665.9,53.3,531.15,631.54,401.14,203.5,0.22,0.03,0.04,45.94,0.38
2400,SPEI-1,2017,0.14,0.7,8,69,1.0,794.73,22.77,197.37,235.31,151.46,44.03,0.13,0.0,0.01,231.85,1.02
2401,SPEI-1,2017,0.14,0.75,8,69,1.0,971.39,28.43,241.27,289.41,187.4,49.66,0.15,0.0,0.01,257.61,1.05
2402,SPEI-1,2017,0.14,0.8,8,69,1.0,1175.59,34.99,292.11,351.93,229.17,55.51,0.16,0.0,0.01,284.41,1.07
2403,SPEI-1,2017,0.14,0.85,8,69,1.0,1407.76,42.59,350.44,423.48,277.23,61.56,0.15,0.0,0.01,311.78,1.09
2404,SPEI-1,2017,0.14,0.9,8,69,1.0,1857.41,58.08,465.57,564.58,373.11,70.3,0.15,0.01,0.01,368.2,1.11
2405,SPEI-1,2017,0.14,0.7,8,49,1.0,832.71,21.93,190.11,225.47,145.47,61.64,0.13,0.0,0.01,160.07,1.02
2406,SPEI-1,2017,0.14,0.75,8,49,1.0,1020.92,26.89,233.87,277.51,180.19,70.37,0.15,0.01,0.01,177.96,1.04
2407,SPEI-1,2017,0.14,0.8,8,49,1.0,1234.3,32.74,284.76,337.74,220.55,79.6,0.16,0.01,0.01,196.66,1.06
2408,SPEI-1,2017,0.14,0.85,8,49,1.0,1475.14,39.61,341.62,406.75,267.0,89.3,0.16,0.01,0.01,215.78,1.08
2409,SPEI-1,2017,0.14,0.9,8,49,1.0,1931.01,53.81,452.44,543.26,359.73,104.29,0.15,0.01,0.01,255.48,1.11
2410,SPEI-1,2017,0.14,0.7,8,29,1.0,909.42,25.69,204.09,241.5,150.68,81.93,0.13,0.01,0.02,103.58,0.84
2411,SPEI-1,2017,0.14,0.75,8,29,1.0,1105.3,32.33,251.06,296.05,185.62,92.88,0.15,0.01,0.02,114.51,0.86
2412,SPEI-1,2017,0.14,0.8,8,29,1.0,1327.77,39.41,304.22,358.93,226.17,104.27,0.16,0.01,0.02,125.84,0.87
2413,SPEI-1,2017,0.14,0.85,8,29,1.0,1586.65,47.6,365.22,430.76,272.75,116.07,0.16,0.01,0.02,137.38,0.88
2414,SPEI-1,2017,0.14,0.9,8,29,1.0,2083.68,64.63,485.39,571.67,365.25,133.31,0.15,0.01,0.02,161.15,0.89
2415,SPEI-1,2017,0.14,0.7,8,9,1.0,1266.74,21.42,207.15,251.31,162.85,138.99,0.13,0.01,0.03,35.64,0.48
2416,SPEI-1,2017,0.14,0.75,8,9,1.0,1512.54,27.37,253.31,306.37,197.72,158.01,0.15,0.01,0.03,39.23,0.49
2417,SPEI-1,2017,0.14,0.8,8,9,1.0,1788.37,33.66,307.18,369.66,237.95,178.01,0.16,0.01,0.03,42.96,0.49
2418,SPEI-1,2017,0.14,0.85,8,9,1.0,2096.08,41.25,367.52,441.77,283.99,198.91,0.16,0.01,0.03,46.76,0.5
2419,SPEI-1,2017,0.14,0.9,8,9,1.0,2620.38,56.84,489.37,582.32,374.25,230.24,0.16,0.01,0.03,54.54,0.51
2420,SPEI-1,2018,0.14,0.7,8,69,1.0,978.79,20.21,215.88,246.51,145.03,134.43,0.13,0.01,0.03,35.64,0.48
2421,SPEI-1,2018,0.14,0.75,8,69,1.0,1168.72,25.44,263.29,300.44,175.68,152.68,0.15,0.01,0.03,39.23,0.49
2422,SPEI-1,2018,0.14,0.8,8,69,1.0,1381.84,32.11,318.48,362.45,211.07,171.88,0.16,0.01,0.03,42.96,0.49
2423,SPEI-1,2018,0.14,0.85,8,69,1.0,1619.6,40.33,381.05,433.16,251.65,191.95,0.16,0.01,0.03,46.76,0.5
